,Unnamed: 0,POSTCODE,SCHOOL_TYPE,SCHOOLNAME,WEBSITE,LATITUDE,LONGITUDE,FY2016,FY2017,FY2018,FY2019,FY2020,FY2021,FY2022,normalized_postcode
574,574,EH26 0AH,Primary school,Cuiken Primary School,http://cuiken.mgfl.net/,55.83383,-3.232397,,,,,,,,EH260AH
575,575,IV7 8JH,Primary school,Culbokie Primary School,http://www.culbokieprimary.ik.org/,57.60474,-4.330948,,,,,,,,IV78JH
576,576,AB56 4UZ,Primary school,Cullen Primary School,https://blogs.glowscotland.org.uk/my/CullenPrimarySchool/,57.687259,-2.819565,,,,,,,,AB564UZ
577,577,ZE2 9DD,Primary school,Cullivoe Primary School,http://www.cullivoe.shetland.sch.uk/,60.716841,-1.017688,,,,,,,,ZE29DD
578,578,IV2 7JZ,Highschool,Culloden Academy,http://cullodenacademy.com,57.492479,-4.129529,81,73,116,193,126,89,219,IV27JZ
579,579,KY12 8HL,Primary school,Culross Primary School,http://www.fifedirect.org.uk/culrossps,56.055571,-3.625176,,,,,,,,KY128HL
580,580,AB14 0RX,Primary school,Culter School,http://www.culter.aberdeen.sch.uk/,57.097896,-2.263614,,,,,,,,AB140RX
581,581,AB41 6QQ,Primary school,Cultercullen School,http://www.cultercullen.aberdeenshire.sch.uk/,57.307311,-2.129154,,,,,,,,AB416QQ
582,582,AB15 9TP,Highschool,Cults Academy,http://www.cults-academy.aberdeen.sch.uk/,57.118349,-2.190159,7,18,15,8,4,6,17,AB159TP
583,583,AB15 9RG,Primary school,Cults Primary School,http://www.cultsprimary.aberdeen.sch.uk/,57.119768,-2.196127,,,,,,,,AB159RG
584,584,KA19 8BP,Primary school,Culzean Primary School and Early Years Centre,http://www.culzean.sayr.sch.uk/,55.351954,-4.696003,,,,,,,,KA198BP
585,585,G67 2UF,Highschool,Cumbernauld Academy,http://www.cumbernauldac.n-lanark.sch.uk/,55.948596,-3.970041,164,109,122,154,164,174,298,G672UF
586,586,G68 0EB,Primary school,Cumbernauld Primary School,http://www.cumbernauld-pri.n-lanark.sch.uk/,55.960736,-4.006579,,,,,,,,G680EB
587,587,KA28 0BB,Primary school,Cumbrae Primary School,https://blogs.glowscotland.org.uk/na/cumbraeprimary/,55.755026,-4.92898,,,,,,,,KA280BB
588,588,DG12 5PD,Primary school,Cummertrees School,http://www.dumgal.gov.uk/article/15454/Cummertrees-Primary-School,54.986471,-3.328491,,,,,,,,DG125PD
589,589,G81 1RQ,Primary school,Cunard School,http://www.west-dunbarton.gov.uk/schools-and-learning/schools/school-search/cunard-school/,55.90098,-4.39565,,,,,,,,G811RQ
590,590,ZE2 9HB,Primary school,Cunningsburgh Primary School,http://www.cunningsburgh.shetland.sch.uk/,60.045638,-1.227376,,,,,,,,ZE29HB
591,591,EH14 5RD,Highschool,Currie Community High School,http://www.curriechs.co.uk/,55.896778,-3.319485,57,35,72,51,27,50,38,EH145RD
592,592,EH14 5PU,Primary school,Currie Primary School,https://currieprimary.com/,55.898041,-3.313083,,,,,,,,EH145PU
593,593,G42 7RJ,Primary school,Cuthbertson Primary School and Nursery Class,http://www.cuthbertson-pri.glasgow.sch.uk/,55.839708,-4.264932,,,,,,,,G427RJ
594,594,DG2 0DY,Primary school,D&G Primary Central & East Inclusion Hub,www.dumgal.gov.uk,55.105365,-3.582869,,,,,,,,DG20DY
595,595,DG8 6PE,Primary school,D&G Primary West Inclusion Hub,www.dumgal.gov.uk,54.961307,-4.473498,,,,,,,,DG86PE
596,596,DG2 9AW,Primary school,D&G Secondary Inclusion Support,www.dumgal.gov.uk,55.076898,-3.622801,,,,,,,,DG29AW
597,597,KA26 9SB,Primary school,Dailly Primary School,http://www.dailly.sayr.sch.uk/,55.276911,-4.727261,,,,,,,,KA269SB
598,598,KY15 4SS,Primary school,Dairsie Primary School,http://www.fifedirect.org.uk/dairsieps,56.344022,-2.954224,,,,,,,,KY154SS
599,599,DG5 4LU,Highschool,Dalbeattie High School,http://www.dalbeattiehigh.org.uk/,54.930641,-3.830761,179,53,93,91,218,121,113,DG54LU
600,600,DG5 4LU,Primary school,Dalbeattie Primary School,https://blogs.glowscotland.org.uk/dg/dalbeattieprimaryschoolblog/,54.930505,-3.830864,,,,,,,,DG54LU
601,601,AB42 2GD,Primary school,Dales Park School,http://www.dalespark.aberdeenshire.sch.uk/,57.498278,-1.810201,,,,,,,,AB422GD
602,602,KY11 9LT,Primary school,Dalgety Bay Primary School,http://www.fifedirect.org.uk/dalgetybayps,56.038326,-3.35115,,,,,,,,KY119LT
603,603,HS8 5SS,Primary school,Daliburgh School,https://blogs.glowscotland.org.uk/es/sgoildhalabroig/,57.16059,-7.368087,,,,,,,,HS85SS
604,604,PA28 6HG,Primary school,Dalintober Primary School,http://www.dalintober.argyll-bute.sch.uk/,55.430476,-5.606117,,,,,,,,PA286HG
605,605,EH22 2PS,Highschool,Dalkeith High School,http://dalkeith.mgfl.net/,55.902303,-3.043328,101,143,230,149,326,149,101,EH222PS
606,606,IV36 2SA,Primary school,Dallas Primary School,https://blogs.glowscotland.org.uk/my/dallasprimary/,57.550738,-3.469071,,,,,,,,IV362SA
607,607,PA33 1BE,Primary school,Dalmally Primary School,http://www.dalmally.argyll-bute.sch.uk/,56.401049,-4.963713,,,,,,,,PA331BE
608,608,G40 3BA,Primary school,Dalmarnock Primary School,http://www.dalmarnock-pri.glasgow.sch.uk/,55.846855,-4.21851,,,,,,,,G403BA
609,609,KA6 7SJ,Primary school,Dalmellington Primary School,https://blogs.glowscotland.org.uk/ea/dalmellingtonpseccmain2017/,55.324219,-4.40099,,,,,,,,KA67SJ
610,610,EH30 9TZ,Primary school,Dalmeny Primary School,http://www.dalmeny.edin.sch.uk/,55.980417,-3.373602,,,,,,,,EH309TZ
611,611,KA8 0PD,Primary school,Dalmilling Primary School,http://www.dalmilling.sayr.sch.uk,55.470254,-4.594934,,,,,,,,KA80PD
612,612,IV3 5AU,Primary school,Dalneigh Primary School,http://dalneighblog1.wordpress.com,57.475144,-4.247692,,,,,,,,IV35AU
613,613,G82 5AZ,Primary school,Dalreoch Primary School,https://sites.google.com/ourcloud.buzz/dalreochprimaryandelcc,55.952775,-4.588904,,,,,,,,G825AZ
614,614,DG7 3UX,Primary school,Dalry Primary School,https://dumgal.gov.uk/article/15456/,55.104381,-4.161827,,,,,,,,DG73UX
615,615,EH11 2JB,Primary school,Dalry Primary School,https://dalryprimaryschool.wordpress.com/,55.942055,-3.222975,,,,,,,,EH112JB
616,616,KA24 5DR,Primary school,Dalry Primary School,https://blogs.glowscotland.org.uk/na/dalryprimary/,55.70702,-4.725068,,,,,,,,KA245DR
617,617,DG7 3UX,Highschool,Dalry Secondary School,http://www.dumgal.gov.uk/article/15539/Dalry-Secondary-School,55.104381,-4.161827,344,342,338,341,341,340,335,DG73UX
618,618,KA6 6PZ,Primary school,Dalrymple Primary School,https://blogs.glowscotland.org.uk/ea/dalrymplepsandecc2017/,55.398401,-4.59288,,,,,,,,KA66PZ
619,619,ML9 3FJ,Primary school,Dalserf Primary School,http://www.dalserf-pri.s-lanark.sch.uk/,55.728713,-3.933849,,,,,,,,ML93FJ
620,620,ML1 3AG,Highschool,Dalziel High School,http://www.dalzielhigh.org.uk/,55.786645,-3.999898,49,25,47,47,46,51,19,ML13AG
621,621,EH22 1QL,Primary school,Danderhall Primary School,http://danderhall.mgfl.net/,55.91577,-3.110374,,,,,,,,EH221QL
622,622,AB22 8ZN,Primary school,Danestone Primary School,http://www.danestone.aberdeen.sch.uk/,57.182175,-2.133235,,,,,,,,AB228ZN
623,623,PA7 5HP,Primary school,Dargavel Primary School,www.renfrewshire.gov.uk,55.897888,-4.507787,,,,,,,,PA75HP
624,624,G53 7HT,Primary school,Darnley Primary School,http://www.darnley-pri.glasgow.sch.uk/,55.807869,-4.339606,,,,,,,,G537HT
625,625,KA17 0BP,Primary school,Darvel Primary School,https://blogs.glowscotland.org.uk/ea/darvelprimary/,55.613082,-4.281269,,,,,,,,KA170BP
626,626,G72 9JY,Primary school,David Livingstone Memorial Primary School,http://www.davidlivingstone-pri.s-lanark.sch.uk/,55.800556,-4.098555,,,,,,,,G729JY
627,627,EH4 5DZ,Primary school,Davidson's Mains Primary School,http://dmainsprimary.com/,55.963763,-3.268323,,,,,,,,EH45DZ
628,628,IV2 5XL,Primary school,Daviot Primary School,http://daviotprimary.wordpress.com,57.425517,-4.129834,,,,,,,,IV25XL
629,629,AB51 0HZ,Primary school,Daviot School,http://www.daviot.aberdeenshire.sch.uk/,57.343582,-2.415749,,,,,,,,AB510HZ
630,630,EH14 7ET,Primary school,Dean Park Primary School,http://deanparkschool.org.uk/,55.879172,-3.343025,,,,,,,,EH147ET
631,631,EH51 0NS,Primary school,Deanburn Primary School,http://www.deanburn.falkirk.sch.uk,56.003617,-3.622241,,,,,,,,EH510NS
632,632,EH54 8PS,Highschool,Deans Community High School,http://www.deanscommunityhighschool.com/,55.905967,-3.54944,198,167,89,122,113,135,61,EH548PS
633,633,EH54 8DB,Primary school,Deans Primary School,http://www.deansprimary.westlothian.org.uk,55.899616,-3.561501,,,,,,,,EH548DB
634,634,FK16 6AJ,Primary school,Deanston Primary School,http://www.deanstonprimaryschoolparentcouncil.co.uk/,56.190205,-4.073227,,,,,,,,FK166AJ
635,635,EH52 6LJ,Primary school,Dechmont Infant School,https://blogs.glowscotland.org.uk/wl/DechmontInfantSchoolBlog/,55.919745,-3.541541,,,,,,,,EH526LJ
636,636,EH54 6JQ,Primary school,Dedridge Primary School,http://www.dedridge-pri.westlothian.sch.uk/,55.883563,-3.498139,,,,,,,,EH546JQ
637,637,FK10 3PB,Primary school,Deerpark Primary School,https://blogs.glowscotland.org.uk/cl/deerparkprimaryschool/,56.127711,-3.763222,,,,,,,,FK103PB
638,638,KY8 1JG,Primary school,Denbeath Primary School,http://www.fifedirect.org.uk/denbeathps,56.178005,-3.029,,,,,,,,KY81JG
639,639,KY5 0BS,Primary school,Denend Primary School,http://www.fifedirect.org.uk/denendps,56.142339,-3.262016,,,,,,,,KY50BS
640,640,TD9 8LZ,Primary school,Denholm Primary School,http://www.denholm.scotborders.sch.uk/,55.457986,-2.68724,,,,,,,,TD98LZ
641,641,FK6 6EE,Highschool,Denny High School,http://www.dennyhigh.falkirk.sch.uk,56.020481,-3.896912,230,202,263,267,159,150,256,FK66EE
642,642,FK6 6NW,Primary school,Denny Primary School,http://www.denny-pri.falkirk.sch.uk,56.0235,-3.913251,,,,,,,,FK66NW
643,643,DD3 7HY,Primary school,Dens Road Primary School,http://densroadprimary.ea.dundeecity.sch.uk/,56.472978,-2.97025,,,,,,,,DD37HY
644,644,PA75 6QW,Primary school,Dervaig Primary School,http://www.dervaig.argyll-bute.sch.uk/,56.587381,-6.184946,,,,,,,,PA756QW
645,645,PH24 3BU,Primary school,Deshar Primary School,http://desharprimary.wordpress.com,57.250118,-3.784214,,,,,,,,PH243BU
646,646,IV15 9LT,Highschool,Dingwall Academy,http://www.dingwallacademy.com/,57.600973,-4.432539,275,204,249,182,294,293,268,IV159LT
647,647,IV15 9UU,Primary school,Dingwall Primary School,http://www.dingwall-pri.highland.sch.uk/,57.605327,-4.434136,,,,,,,,IV159UU
648,648,EH39 5HE,Primary school,Dirleton Primary School,http://edubuzz.org/dirleton/,56.043688,-2.784847,,,,,,,,EH395HE
649,649,IV3 8JG,Primary school,Dochgarroch Primary School,http://dochgarrochprimary.weebly.com/,57.435484,-4.300374,,,,,,,,IV38JG
650,650,EH49 6HZ,Primary school,Donaldson's School,http://www.donaldsons.org.uk/,55.967302,-3.605997,,,,,,,,EH496HZ
651,651,KY11 9UE,Primary school,Donibristle Primary School,http://www.fifedirect.org.uk/donibristleps,56.031193,-3.357561,,,,,,,,KY119UE
652,652,KA6 7SJ,Highschool,Doon Academy,https://blogs.glowscotland.org.uk/ea/DoonAcademy/,55.324219,-4.40099,326,247,312,255,290,284,301,KA67SJ
653,653,KA7 4HJ,Primary school,Doonfoot Primary School,http://www.doonfoot.sayr.sch.uk,55.436833,-4.658177,,,,,,,,KA74HJ
654,654,IV25 3HR,Highschool,Dornoch Academy,http://www.dornochacademy.org/,57.882781,-4.04559,54,171,286,148,168,247,212,IV253HR
655,655,IV25 3HR,Primary school,Dornoch Primary,https://dornochprimary.wordpress.com/,57.882596,-4.044213,,,,,,,,IV253HR
656,656,G62 7HS,Highschool,Douglas Academy,http://www.douglas.e-dunbarton.sch.uk/,55.947755,-4.346468,10,9,7,14,16,5,9,G627HS
657,657,DG8 6JQ,Highschool,Douglas Ewart High School,http://www.dehs.info,54.960083,-4.489887,115,255,219,246,261,288,151,DG86JQ
658,658,ML11 0QA,Primary school,Douglas Primary School,http://www.douglas-pri.s-lanark.sch.uk/,55.553991,-3.85052,,,,,,,,ML110QA
659,659,KW17 2JA,Primary school,Dounby Community School,http://www.orkney.co/dounbycs/,59.06671,-3.227804,,,,,,,,KW172JA
660,660,FK16 6BU,Primary school,Doune Primary School,http://www.douneprimary.co.uk/,56.187515,-4.051874,,,,,,,,FK166BU
661,661,DD3 0JP,Primary school,Downfield Primary School,http://downfield.ea.dundeecity.sch.uk/,56.489206,-2.9928,,,,,,,,DD30JP
662,662,IV2 3SG,Primary school,Drakies Primary School,http://drakiesprimaryschoolblog.wordpress.com,57.468122,-4.198016,,,,,,,,IV23SG
663,663,KA11 4AP,Primary school,Dreghorn Primary School,https://blogs.glowscotland.org.uk/na/dreghornprimaryschool/,55.606098,-4.613049,,,,,,,,KA114AP
664,664,KA6 7BY,Primary school,Drongan Primary School,https://blogs.glowscotland.org.uk/ea/dronganpsecc2016/,55.432362,-4.460848,,,,,,,,KA67BY
665,665,AB54 6EQ,Primary school,Drumblade School,http://www.drumblade.aberdeenshire.sch.uk/,57.442744,-2.701118,,,,,,,,AB546EQ
666,666,FK1 2HS,Primary school,Drumbowie Primary School,http://www.drumbowie.falkirk.sch.uk,55.95508,-3.717273,,,,,,,,FK12HS
667,667,G15 7SQ,Highschool,Drumchapel High School,http://www.drumchapelhigh.glasgow.sch.uk/,55.913965,-4.367022,340,327,328,284,219,310,329,G157SQ
668,668,TD9 0AU,Primary school,Drumlanrig St Cuthbert's Primary School,http://drumlanrig-st-cuthberts.scotborders.sch.uk/,55.418657,-2.791027,,,,,,,,TD90AU
669,669,PA28 6PN,Primary school,Drumlemble Primary School,http://www.drumlemble.argyll-bute.sch.uk/,55.416604,-5.67989,,,,,,,,PA286PN
670,670,EH7 4BS,Highschool,Drummond Community High School,http://www.drummond.edin.sch.uk/,55.960659,-3.189476,313,214,261,261,265,196,243,EH74BS
671,671,IV2 4NZ,Primary school,Drummond School,http://drummondschool.wordpress.com/,57.457822,-4.228339,,,,,,,,IV24NZ
672,672,G15 7NH,Primary school,Drummore Primary School,http://www.drummore-pri.glasgow.sch.uk,55.91563,-4.350911,,,,,,,,G157NH
673,673,DG9 9PY,Primary school,Drummore School,https://dumgal.gov.uk/media/21037/Handbook-Drummore-Primary-School/pdf/South_Rhins_Primaries_Dec_2018.pdf?m=636876416042470000,54.689537,-4.892911,,,,,,,,DG99PY
674,674,AB31 5DY,Primary school,Drumoak School,http://www.drumoak.aberdeenshire.sch.uk/,57.083795,-2.346712,,,,,,,,AB315DY
675,675,ML5 3ET,Primary school,Drumpark Primary School,http://www.northlanarkshire.gov.uk/index.aspx?articleid=5939,55.865627,-4.023721,,,,,,,,ML53ET
676,676,G63 0DY,Primary school,Drymen Primary School,https://blogs.glowscotland.org.uk/st/drymenprimaryschool/,56.069585,-4.452043,,,,,,,,G630DY
677,677,EH15 1SW,Primary school,Duddingston Primary School,http://www.duddingston.edin.sch.uk/,55.947855,-3.131261,,,,,,,,EH151SW
678,678,KY11 8GN,Primary school,Duloch Schools and Community Campus,http://www.fifedirect.org.uk/dulochps,56.061955,-3.40223,,,,,,,,KY118GN
679,679,G82 2AJ,Highschool,Dumbarton Academy,http://www.dumbarton-academy.com/,55.94656,-4.556783,178,182,161,236,282,183,244,G822AJ
680,680,DG1 1DD,Highschool,Dumfries Academy,http://www.dumfriesacademy.org/,55.072011,-3.61117,100,117,130,224,169,236,216,DG11DD
681,681,DG1 1PX,Highschool,Dumfries High School,http://www.dumfrieshighschool.co.uk/,55.074529,-3.594652,154,172,208,155,134,66,54,DG11PX
682,682,G20 6RL,Primary school,Dunard Primary School & Nursery Class,http://www.dunard-pri.glasgow.sch.uk/,55.879708,-4.274744,,,,,,,,G206RL
683,683,EH42 1NJ,Highschool,Dunbar Grammar School,http://www.edubuzz.org/dunbargrammar/,55.99972,-2.531344,82,91,75,80,53,187,122,EH421NJ
684,684,EH42 1DG,Highschool,Dunbar Primary School,http://www.millenniumschools.co.uk/eastlothian/dunbar/,56.000142,-2.522964,82,91,75,80,53,187,122,EH421DG
685,685,PH2 9DY,Primary school,Dunbarney Primary School,https://blogs.glowscotland.org.uk/pk/dunbarneyprimary,56.349811,-3.407422,,,,,,,,PH29DY
686,686,KW6 6ED,Primary school,Dunbeath Primary School,http://dunbeathprimary.wordpress.com/,58.246193,-3.435128,,,,,,,,KW66ED
687,687,PA37 1QF,Primary school,Dunbeg Primary School,http://www.dunbeg.argyll-bute.sch.uk/,56.443756,-5.444012,,,,,,,,PA371QF
688,688,FK15 9EW,Highschool,Dunblane High School,http://www.dunblanehighschool.org.uk/,56.182733,-3.980302,11,2,3,4,7,16,22,FK159EW
689,689,FK15 9AU,Primary school,Dunblane Primary School,https://blogs.glowscotland.org.uk/st/dunblaneprimary/,56.188879,-3.973593,,,,,,,,FK159AU
690,690,KY14 6JF,Primary school,Dunbog Primary School,http://www.fifedirect.org.uk/dunbogps,56.353041,-3.152097,,,,,,,,KY146JF
691,691,IV2 7NY,Primary school,Duncan Forbes Primary School,https://duncanforbesprimary.wordpress.com/,57.491393,-4.140629,,,,,,,,IV27NY
692,692,G75 8ZT,Highschool,Duncanrig Secondary School,http://www.duncanrig.s-lanark.sch.uk/,55.759704,-4.205013,114,119,73,103,81,100,115,G758ZT
693,693,DG1 1TA,Primary school,Duncow School,https://blogs.glowscotland.org.uk/dg/DuncowPrimarySchoolBlog/,55.133667,-3.624382,,,,,,,,DG11TA
694,694,KA2 9EP,Primary school,Dundonald Primary School,http://www.dundonald.sayr.sch.uk/,55.581011,-4.591483,,,,,,,,KA29EP
695,695,AB32 7BA,Primary school,Dunecht School,http://www.dunecht.aberdeenshire.sch.uk/,57.173715,-2.418272,,,,,,,,AB327BA
696,696,KY11 3BQ,Highschool,Dunfermline High School,https://www.fifedirect.org.uk/schoolsite/index.cfm?fuseaction=site&SiteID=9E555DB1-B726-BBC8-D70C98035DBA5AE2,56.062645,-3.455772,109,155,133,189,129,129,95,KY113BQ
697,697,FK6 6LS,Primary school,Dunipace Primary School,http://www.dunipace.falkirk.sch.uk/,56.029213,-3.917433,,,,,,,,FK66LS
698,698,KA3 4AN,Primary school,Dunlop Primary School,https://blogs.glowscotland.org.uk/ea/dunlopprimaryschoolandecc/,55.712435,-4.53529,,,,,,,,KA34AN
699,699,KY2 5LH,Primary school,Dunnikier Primary School,http://www.fifedirect.org.uk/dunnikierps,56.116967,-3.164026,,,,,,,,KY25LH
700,700,PH2 0RH,Primary school,Dunning Primary School,http://dunningprimary.org.uk/,56.313187,-3.588738,,,,,,,,PH20RH
701,701,AB39 2JN,Primary school,Dunnottar School,http://www.dunnottar.aberdeenshire.sch.uk/,56.961345,-2.207847,,,,,,,,AB392JN
702,702,PA23 8LU,Highschool,Dunoon Grammar School,http://www.dunoongrammar.argyll-bute.sch.uk/,55.962447,-4.924177,203,165,182,119,233,199,240,PA238LU
703,703,PA23 7DR,Highschool,Dunoon Primary School,http://www.dunoon-pri.argyll-bute.sch.uk,55.947435,-4.926841,203,165,182,119,233,199,240,PA237DR
704,704,ZE2 9JG,Primary school,Dunrossness Primary School,http://www.dunrossness.shetland.sch.uk/,59.921066,-1.294964,,,,,,,,ZE29JG
705,705,TD11 3QQ,Primary school,Duns Primary School,http://www.dunsprimaryschool.org.uk/,55.7754,-2.352328,,,,,,,,TD113QQ
706,706,DG2 0SY,Primary school,Dunscore School,http://www.dumgal.gov.uk/article/15460/Dunscore-Primary-School,55.139944,-3.776036,,,,,,,,DG20SY
707,707,IV55 8GU,Primary school,Dunvegan Primary School,https://www.highland.gov.uk/directory_record/521618/dunvegan_primary,57.43201,-6.568145,,,,,,,,IV558GU
708,708,IV27 4PN,Primary school,Durness Primary School,http://durnessprimaryschool.weebly.com/index.html,58.567053,-4.746992,,,,,,,,IV274PN
709,709,PA38 4BW,Primary school,Duror Primary School,http://www.durorandkentallen.co.uk/PrimarySchool.aspx,56.641601,-5.282572,,,,,,,,PA384BW
710,710,AB31 6BH,Primary school,Durris School,http://www.durris.aberdeenshire.sch.uk/,57.052842,-2.349639,,,,,,,,AB316BH
711,711,AB21 7NF,Highschool,Dyce Academy,http://www.dyceacademy.aberdeen.sch.uk/,57.205711,-2.175958,118,279,175,184,89,279,335,AB217NF
712,712,AB21 7BD,Primary school,Dyce Primary School,http://www.dyce.aberdeen.sch.uk/,57.20564,-2.181618,,,,,,,,AB217BD
713,713,IV36 2TF,Primary school,Dyke Primary School,http://www.dyke.moray.sch.uk/,57.60524,-3.693161,,,,,,,,IV362TF
714,714,ML7 4AS,Primary school,Dykehead Primary School,http://www.dykehead.n-lanark.sch.uk,55.82132,-3.804483,,,,,,,,ML74AS
715,715,KA21 6EX,Primary school,Dykesmains Primary School,https://blogs.glowscotland.org.uk/na/dykesmainsprimary/,55.650331,-4.785723,,,,,,,,KA216EX
716,716,KY1 2XW,Primary school,Dysart Primary School,http://www.fifedirect.org.uk/dysartps,56.129057,-3.121742,,,,,,,,KY12XW
717,717,DG11 3PA,Primary school,Eaglesfield School,http://www.dumgal.gov.uk/article/15461/Eaglesfield-Primary-School,55.059798,-3.196553,,,,,,,,DG113PA
718,718,G76 0LF,Primary school,Eaglesham Primary School,http://www.ea.e-renfrew.sch.uk/Eaglesham/,55.738975,-4.269845,,,,,,,,G760LF
719,719,TD4 6HF,Highschool,Earlston High School,http://www.earlstonps.co.uk/,55.63878,-2.661539,91,47,29,16,39,28,77,TD46HF
720,720,TD4 6JQ,Primary school,Earlston Primary School,http://www.earlstonhigh.scotborders.sch.uk/,55.638477,-2.671481,,,,,,,,TD46JQ
721,721,PA34 4RF,Primary school,Easdale Primary School,http://www.easdale.argyll-bute.sch.uk/,56.294854,-5.641248,,,,,,,,PA344RF
